NAME,ASINS,TIME,RATING,URL,REVIEW_SUMMARY,FULL_REVIEW
Deepak Nikam,B0C7C1DRK5,Reviewed in India on 3 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFEF75YPXGVXLFMQM5XPSEOABRVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Waste of money,"1. The battery discharge really fast and did not last for 12 hours if screen time if more than 3 hours
2. The phone has heating problem and in 30 minutes of use the back panel started warming up significantly. Though does not warm up very high but quite noticeable
3. Speed is acceptable and wifi range is good till 20 feet across 3 walls.

Honestly disappointed as I brought 8GB MEM 128 GB CAPACITY combination"
Anshuman,B0C7C1DRK5,Reviewed in India on 5 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFF47CXQT24I2DIDS5WJXAC5OTXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"I Got The Phone But, It Doesn't Support 5G.","I Don't Know Why, But Everything Is Perfectly Mentioned And Written On The Box And In The Phone About 5G. Even 5G Options Are Also Available. After Extreme Problem One Of The Amazon Customer Support Team Really Helped Me [ROJALINI MAM]. Expect Her Every One Is Telling Me The Nonsense Way And Didn't Solve My Problem. I Also Extremely Request Her To Give Some Gift Cards From My End To Say Thank You 😇, But She Told That This Is Enough For Me That You Appreciate My Work This Much.

Some Official Information Are : -

[1] Sensors = Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Virtual Proximity Sensing

[2] Battery = 6000mAh With 25W Fast Charging; USB Type-C Port

[3] Chipset = Samsung Exynos 1280

[4] NFC = Available

[5] SAR Value = Head : 0.893 W/Kg"
Twinkle g.,B0C7C1DRK5,Reviewed in India on 4 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGRVMFQIMA5T2B5WIIDF4LWQ3N4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,USB Connection Issue,"Never buy any mobile from AMAZON. They will send defective product and then refuses to replace the same. I am saying replacement not refund. Their customer care officer are hopeless and will not solve your issues.They will keep on lying till last moment. I have bought samsung mobile from them and when i received the item,there was USB connection issue. Then i raised the issue, which got unsolved."
Sundhar,B0C7C1DRK5,Reviewed in India on 27 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFDNPMIUU4XLU6PI5VXRZCW2X3OQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Heartless and cheap samsung...... Very bad experience.... Worst performance...,"I bought M34 6gb/128gb version during this year Amazon great Indian festival and realised that I made a big mistake.. I'm honestly telling you guys it is not worthy for this much of amount.. Very worst performance it often getting struck in the previous app screen and takes 2 to 3 seconds... In my point of view im giving rating for the following points
1. Battery - 4 star
2. Display - 3 star
3. Camera - 2 star
4. Value for money - 1 star and finally
5. Performance - 00000000000 a big zero star
In my opinion my old phone Vivo z1x far far better than this cheap samsung...."
Jay Prajapati,B0C7C1DRK5,Reviewed in India on 23 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AG7OYZBKS5AXUZHW3MEVM3MLDBSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worst Phone Ever 💀,"I bought this phone hoping to enjoy the benefits of 5G, but I was sorely disappointed. This phone is a nightmare to use. It heats up so much that it feels like holding a hot iron. It also lags so much that it takes too much time to open any app or switch between them after booting. The battery drains so fast that I have to charge it multiple times a day. The camera quality is terrible and the sound is distorted. The phone is also very bulky and heavy, making it uncomfortable to hold or carry around.

This phone is a waste of money and time. I regret buying it and I would not recommend it to anyone.

Samsung should be ashamed of selling such a low-quality product. Do yourself a favor and avoid this phone at all costs."
Amazon Customer,B0C7C1DRK5,Reviewed in India on 19 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHWCCFYUXSD257GN5UQQFLHOEECQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Flickering issue,"Do not purchase the phone and don’t trust the seller or Amazon when it comes to receiving a defective product

So I received a phone which has flickering issues so I arranged for a return, the person who came to pick up the phone did not take the phone because it was flickering (which is why I placed the return) and said me to contact Customer care! So when I contacted cc the said they will verify and get back

In return I received the email that the verification failed by the investigation done by Amazon and they were not able to assist further and cannot replace a pick

So AWFUL customer care Amazon service and the SELLER was very smart and made a PROFIT of a defective phone!

Thank you Seller and AMAZON CC for this worst product and service!"
Cares Welfare Society,B0C7C1DRK5,Reviewed in India on 24 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFLJGHJDHBYHADRGD3TYNFPOWABQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Deflected product recieved from great amazon sale 2023,"I purchased Samsung Galaxy M34 5G from The Great Amazon sale on 11/10/2023, it was delivered on 13/10/2023.The product that we received have started showing flickering on the screen within 10 days of it's online purchase.It started showing issues from 22nd Oct 2023, the flickering was throughout the screen in horizontal motion then it became vertical throughout the screen and now it is concentrated on the left side and one sing horizontal green line in the middle of the screen. It is highly disappointing that Samsung product is showing such malfunctioning.
I request it to be replaced asap.
We mailed Samsung for this, there reply was to contact amazon as we have purchased it from here. I request you to please see in this matter as soon as possible"
Amazon Customer,B0C7C1DRK5,Reviewed in India on 15 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEOEJIZCICXQEFIBDIGLKJDZEMVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quick Battery drain and poor Network connectivity issues.,"Quick Battery drain and poor Network connectivity issues. I will never recommend this product to any kind of user. Product couldn't be returned or replaced as per seller fake policy. Amazon support blames the seller and doesn't take any sort of responsibility. Amazon suggest for mobile phone inspection if you find any kind of problem in the mobile phone. The mobile phone inspection team is completely fake team. They will never visit customer place for any kind inspection or verification, they will give you false promises
that my mobile woud be replaced or returned as per my choice through call and ask customer to provide OTP , mobiles photos, customer name, invoice, IMEI number to share it through WhatsApp and report Amazon team that there's no problem with my mobile. Totally fake team."
Gaurav,B0C7C1DRK5,Reviewed in India on 3 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHVX72OSYU7L2NOD3ZQBM44DPCHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Faulty mobile amazon denied to take return,"I purchased Samsung Galaxy M34 5G online from Amazon and I received a faulty product which has issue in camera. I have shown mobile to samsung service center and they also given me in writing that mobile is faulty. I submitted same to Amazon within replacement period. And now Amazon is denied to return or replace my mobile. Very bad experience with amazon
Worst service by Amazon....
Don't shop anything here"
Socks elastic is not good,B0C7C1DRK5,Reviewed in India on 20 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF6IQRLSUJ4BRXSR4VJBJRO5U5RQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Don't buy any phone from amazon. If they are not giving return option for defective product,"Play Video
 Amazon will not give any return option if we received any defective phone.
I got the defective phone from amazon and I informed amazon in 1 day after delivery but they were not ready for phone return. They told me that give phone in samsung service center for repair/replacement. How we can give our brand new phone for repair.
There is no tie-up with Samsung and amazon for samsung service replacement. If we buy from Flipkart then samsung customer care will give replacement.
Now I lost my money. Both samsung and amazon not supporting for product return or replàcement"
Amazon Customer,B0C7C1DRK5,Reviewed in India on 2 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE4B5ES6KC22IYCNKO3E6TV5WE2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Never buy this phone. Its a crap !!,"I am literally fed up of this phone..just 2 months of painful usage. If you call amazon they will sympathies saying sorry to hear but your return date has expired and you need to go to service centre. If you go to SC you cannot prove the slowness, network vanishing etc issues in your appointment of 5 mins..Frankly I was looking for options to rate this phone as - 10 stars but unfortunately dont have that option. Feels cheated !! Dont know if I am banging the right door but I hope some Samsung representative some day looks this as a matter of concern and acts to resolve it. I have been using Samsung since 2012 but looks like time to move on."
Arun K Mohanan,B0C7C1DRK5,Reviewed in India on 7 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHMRY3UMIT5XH34ACOSHDKUIC2EA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A searing feeling,"1. Getting too hot while making call for 2 min.
2. Battery drains quick
3. Can't hear properly in other side.

Update:
As per customer service I went to Samsung service center, they have updated software and instructed to update all the apps. After tht mobile seems oke. But battery isn't tht good in terms of holding the charge."
Gaurav Sharma,B0C7C1DRK5,Reviewed in India on 24 August 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHZHWLORGWD3ACTYH36D7WUSO6WQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,The worst Amazon customer service and phone I ever encountered,"I purchased this phone for my mother, hoping it would be a great fit for her. However, we've encountered a significant issue with overheating that has made the phone almost unusable. The device gets so hot that my mother can't even hold it in her hand, and out of concern for safety, we've resorted to keeping it on the floor, fearing it might explode.

We reached out to Amazon's customer support immediately, expressing our worries about this potentially hazardous situation. They scheduled a technician to visit within a 4-hour slot, but to our disappointment, the technician never showed up and required my availability. Despite waiting for two days, we didn't receive any follow-up communication. Taking matters into my own hands, I contacted customer support again, only to be told that they won't replace the phone until a technician assesses it.

This entire experience has been frustrating and disappointing. The lack of professionalism displayed by Amazon's customer service and the ongoing issue with the phone's heating have left us greatly dissatisfied. We hope Amazon will take swift action to address these concerns and provide a solution as soon as possible."
Dag,B0C7C1DRK5,Reviewed in India on 16 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH672FLVNSYNNFAVCMNML6JZNYKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Never buy this, 7 day replacement is fraud","Warranty me Amazon wale Samsung pe dal te hai and Samsung wale Amazon pe
Inshort apko koi sab answer nahi milta
Fash light on kare to back me pure bordar se light leaks hoti hai
5g is very slow and
Phone getting hot 🔥 in simple works
Camera quality is below Average"
Placeholder,B0C7C1DRK5,Reviewed in India on 19 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGSG6W6GU6NXQXDHY7JFK6LASTJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,The phone box seal was open,Not happy as when open the seal I saw the phone box seal was open.As per talk with Amazon executive they told me that delivery will be done by 7 pm but it got late and when I received the delivery the outer seal was OK but when I opened the seal the phone box seal was opened and also IN MORNING WHEN I received call from Amazon and also complain that the phone box seal was open he told me that he talk to delivery partner and will me today o ly by fail.
Ravi Umaraniya,B0C7C1DRK5,Reviewed in India on 8 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE3QHNDMR5GD2R63SN5SCV7LH4GA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Never buy this phone,"I have purchased this phone on the 1st day of launching. After two months of usage it's charging port is not working and takes 4-5 hours for full charging.It was a manufacturing defect by samsung, but samsung care has refused to accept that defect and told me to Amazon for replacement or refund, Amazon also refused to initiate the refund.And this is the 3rd class os experience I have experienced 1st time. Battery was draining to fast only 5-6 hours on day to day usage. Takes too much time for full charging. Samsung customer care and Amazon staff are also not supportful."
Amazon Customer,B0C7C1DRK5,Reviewed in India on 20 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AG2GONZJXCNXXFO4ZHYQ2JRGOGEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Don't buy this 🤬 phone very hanging problem,"Mujhe es phone ko liye hue sirf 12 din hue h or ye phone bohot leg krta h yaha tak ki mne sirf kuch video editing ki usme ye phone Etna hang hua jese kitna hi purna phone ho bohot apsos ki bat h ki Samsung jesi company apne costumers ko Etna bekar prosesor dal kr de rhi h Jo kuch apps se hi hang ho rha h or gaming ko to bhul hi jao ese acha to realme ka koi 6 ya 7 hajar vala phone bhi ache se work krega
Don't buy this phone west of money 🤬🤬"
Amazon Customer,B0C7C1DRK5,Reviewed in India on 18 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFRK5SY5ZZLZA6IRIDYI3WHGICPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Extremely poor quality,Bas keval screen quality bahut achi hai baki Kuch Acha nhi h 6000 mah battery bilkul nh h 5000mah ki battery bhi is phone se Acha backup deti h poor battery backup and sabse bekar fingerprint sensor 16k ke phone me Esa fingerprint sensor ki samsung se umeed nhi Kari..camera bas OK OK hi h Mera realme ka 11k phone is phone se bahut Acha extremely disappointed with samsung and even now i am going to return it but amazon provide only 7 days of return ab isko like pachtana pad rha h
